name: 5df9ce68-9530-437c-b742-418db35f1dea num_items: 0
token, class_id, token_value, token_tf, token_df
райфф, @default_class, 0.0, 8.0, 3.0
феерический, @default_class, 0.166666671634, 7.0, 7.0
зарабатывание, @default_class, 0.0, 11.0, 7.0
азс, @default_class, 0.0, 74.0, 30.0
нелегко, @default_class, 0.0, 28.0, 9.0
поговорка, @default_class, 0.0, 11.0, 7.0
окружающий, @default_class, 0.0, 7.0, 7.0
недорого, @default_class, 0.0, 11.0, 11.0
перемещать, @default_class, 0.0, 34.0, 10.0
цивилизация, @default_class, 0.0, 5.0, 5.0
дороговатый, @default_class, 0.0, 4.0, 4.0
вынос, @default_class, 0.0, 16.0, 8.0
некомпетенция, @default_class, 0.0, 17.0, 8.0
встреча_назначать, @default_class, 0.0, 12.0, 7.0
домогательство, @default_class, 0.0, 2.0, 1.0
челюсть, @default_class, 0.0, 7.0, 6.0
горизонт, @default_class, 0.0, 9.0, 8.0
имярек, @default_class, 0.0, 15.0, 5.0
израиль, @default_class, 0.0, 8.0, 4.0
планирование, @default_class, 0.0, 14.0, 11.0
ступень, @default_class, 0.0, 15.0, 7.0
еженедельно, @default_class, 0.0, 6.0, 6.0
толстый, @default_class, -0.166666671634, 11.0, 11.0
прыгать, @default_class, 0.0, 37.0, 11.0
глотать, @default_class, 0.0, 11.0, 4.0
матушка, @default_class, 0.0, 6.0, 4.0
поч, @default_class, 0.0, 15.0, 9.0
злостный_неплательщик, @default_class, 0.0, 4.0, 4.0
сейфовый, @default_class, 0.0, 17.0, 15.0
костюм, @default_class, 0.0, 18.0, 12.0
дебиторский, @default_class, 0.0, 8.0, 8.0
мелочность, @default_class, 0.0, 14.0, 7.0
выстаивать, @default_class, 0.0, 131.0, 31.0
подтягиваться, @default_class, 0.0, 63.0, 11.0
информированность, @default_class, 0.0, 28.0, 11.0
мансийск, @default_class, 0.0, 12.0, 8.0
презумпция, @default_class, 0.0, 8.0, 8.0
повышаться, @default_class, 0.0, 135.0, 31.0
г_жа, @default_class, 0.0, 15.0, 11.0
лет, @default_class, 0.0, 11.0, 11.0
кануть, @default_class, 0.0, 58.0, 13.0
национальность, @default_class, 0.0, 4.0, 1.0
пользовательский, @default_class, 0.0, 7.0, 7.0
запоздание, @default_class, 0.0, 19.0, 15.0
глючный, @default_class, 0.0, 4.0, 4.0
внимательно_читать, @default_class, 0.0, 9.0, 7.0
карта_неименной, @default_class, 0.0, 1.0, 1.0
отрицательный_решение, @default_class, 0.0, 4.0, 4.0
молодежь, @default_class, 0.0, 11.0, 7.0
овк, @default_class, 0.0, 31.0, 9.0
норильск, @default_class, 0.0, 11.0, 6.0
вечер_добрый, @default_class, 0.0, 1.0, 1.0
уносить, @default_class, 0.0, 42.0, 12.0
вытерпеть, @default_class, 0.0, 39.0, 9.0
прошлогодний, @default_class, 0.0, 12.0, 12.0
разжевывать, @default_class, 0.0, 53.0, 19.0
курский, @default_class, 0.0, 26.0, 20.0
печаль, @default_class, -0.125, 23.0, 17.0
сладкий, @default_class, 0.25, 19.0, 13.0
билет_военный, @default_class, 0.0, 1.0, 1.0
первое, @default_class, 0.0, 17.0, 9.0
переться, @default_class, 0.0, 56.0, 16.0
предполагаемый, @default_class, 0.0, 11.0, 11.0
окружение, @default_class, 0.0, 11.0, 7.0
лубянка, @default_class, 0.0, 32.0, 19.0
расследовать, @default_class, 0.0, 50.0, 16.0
звоночек, @default_class, 0.0, 47.0, 20.0
послезавтра, @default_class, 0.0, 61.0, 40.0
какой_причина, @default_class, 0.0, 35.0, 34.0
чело, @default_class, 0.0, 48.0, 28.0
гк_статья, @default_class, 0.0, 8.0, 7.0
снизу, @default_class, 0.0, 7.0, 7.0
закипать, @default_class, 0.0, 21.0, 14.0
работоспособный, @default_class, -0.125, 28.0, 13.0
пожар, @default_class, -0.166666671634, 5.0, 5.0
столбец, @default_class, 0.0, 18.0, 6.0
туманный, @default_class, -0.333333343267, 12.0, 8.0
снисходить, @default_class, 0.0, 63.0, 19.0
шуршать, @default_class, 0.0, 10.0, 4.0
поспособствовать, @default_class, 0.0, 71.0, 21.0
суппорт, @default_class, 0.0, 17.0, 9.0
непостижимый, @default_class, -0.300000011921, 9.0, 7.0
не_пользоваться, @default_class, 0.0, 13.0, 13.0
разумовский, @default_class, 0.0, 2.0, 2.0
агенство, @default_class, 0.0, 55.0, 19.0
продвинутый, @default_class, 0.0, 47.0, 22.0
жульничество, @default_class, -0.5, 18.0, 10.0
суммировать, @default_class, 0.0, 12.0, 8.0
изматывать, @default_class, 0.0, 22.0, 8.0
расходник, @default_class, 0.0, 49.0, 13.0
красавица, @default_class, 0.833333313465, 20.0, 8.0
скучно, @default_class, 0.0, 15.0, 9.0
клад, @default_class, 0.0, 11.0, 9.0
перезаключать, @default_class, 0.0, 21.0, 11.0
свинский, @default_class, -0.5, 23.0, 19.0
беспроблемный, @default_class, 0.0, 16.0, 15.0
мм, @default_class, 0.0, 11.0, 7.0
заливать, @default_class, -0.333333343267, 30.0, 11.0
опека, @default_class, 0.0, 20.0, 10.0
астраханский, @default_class, 0.0, 8.0, 7.0
дмс, @default_class, 0.0, 8.0, 6.0
дословный, @default_class, 0.0, 23.0, 14.0
опротестовывать, @default_class, 0.0, 122.0, 40.0
омбудсмен, @default_class, 0.0, 1.0, 1.0
зной, @default_class, 0.0, 5.0, 5.0
полюс, @default_class, 0.0, 10.0, 6.0
заря, @default_class, 0.0, 5.0, 4.0
личка, @default_class, 0.0, 10.0, 9.0
отвращение, @default_class, -0.625, 9.0, 8.0
главбух, @default_class, 0.0, 31.0, 16.0
рекламироваться, @default_class, 0.0, 21.0, 5.0
медлительность, @default_class, 0.0, 25.0, 15.0
сейф, @default_class, 0.0, 47.0, 29.0
приватный, @default_class, 0.0, 10.0, 8.0
немедленный, @default_class, 0.0, 25.0, 21.0
бездарный, @default_class, -0.875, 6.0, 6.0
краткосрочный, @default_class, 0.0, 17.0, 16.0
фс, @default_class, 0.0, 16.0, 9.0
адмирал, @default_class, 0.0, 21.0, 8.0
резервировать, @default_class, 0.0, 11.0, 3.0
генерировать, @default_class, 0.0, 50.0, 17.0
добросовестный_заемщик, @default_class, 0.0, 5.0, 4.0
вразрез, @default_class, 0.0, 15.0, 7.0
справочная, @default_class, 0.0, 55.0, 31.0
подлинный, @default_class, 0.333333343267, 7.0, 7.0
адрес_электронный, @default_class, 0.0, 2.0, 1.0
потребитель_право, @default_class, 0.0, 22.0, 15.0
катиться, @default_class, 0.0, 13.0, 5.0
эх, @default_class, 0.0, 47.0, 31.0
новский, @default_class, 0.0, 20.0, 15.0
кемеровский, @default_class, 0.0, 18.0, 16.0
класться, @default_class, 0.0, 43.0, 10.0
кузнецкий, @default_class, 0.0, 11.0, 10.0
паниковать, @default_class, 0.0, 13.0, 8.0
визуально, @default_class, 0.0, 8.0, 8.0
суждено, @default_class, 0.0, 19.0, 5.0
таиланд, @default_class, 0.0, 21.0, 14.0
информативность, @default_class, 0.0, 4.0, 4.0
иллюзия, @default_class, 0.0, 23.0, 14.0
питать, @default_class, 0.0, 17.0, 7.0
жнуя, @default_class, 0.0, 5.0, 5.0
заточить, @default_class, 0.0, 25.0, 6.0
перебираться, @default_class, 0.0, 27.0, 8.0
счастливо, @default_class, 0.0, 11.0, 11.0
пренеприятный, @default_class, 0.0, 13.0, 13.0
повсюду, @default_class, 0.0, 6.0, 6.0
езда, @default_class, 0.0, 19.0, 18.0
баг, @default_class, 0.0, 40.0, 14.0
вытрясать, @default_class, 0.0, 19.0, 6.0
уставный, @default_class, 0.0, 9.0, 9.0
следователь, @default_class, 0.0, 29.0, 16.0
вокзальный, @default_class, 0.0, 19.0, 16.0
бюджетник, @default_class, 0.0, 18.0, 6.0
откланиваться, @default_class, 0.0, 5.0, 4.0
гашение_досрочный, @default_class, 0.0, 4.0, 4.0
наплыв, @default_class, 0.0, 55.0, 23.0
авторитет, @default_class, 0.0, 26.0, 19.0
заботить, @default_class, -0.166666671634, 41.0, 6.0
не_собираться, @default_class, 0.0, 2.0, 2.0
ситуация_этот, @default_class, 0.0, 8.0, 8.0
благодарность_отдельный, @default_class, 0.0, 1.0, 1.0
девяносто, @default_class, 0.0, 3.0, 1.0
освещение, @default_class, 0.0, 13.0, 6.0
размытый, @default_class, 0.0, 9.0, 8.0
предвидеться, @default_class, 0.0, 46.0, 10.0
кругом, @default_class, 0.0, 26.0, 23.0
конкретизировать, @default_class, 0.0, 33.0, 10.0
жу, @default_class, 0.0, 26.0, 9.0
сфотографироваться, @default_class, 0.0, 12.0, 7.0
вялый, @default_class, -0.5, 7.0, 6.0
домашний_телефон, @default_class, 0.0, 3.0, 2.0
рыдать, @default_class, -0.333333343267, 16.0, 6.0
флешка, @default_class, 0.0, 7.0, 6.0
улавливать, @default_class, 0.0, 28.0, 9.0
обжалование, @default_class, 0.0, 16.0, 7.0
гпк, @default_class, 0.0, 7.0, 4.0
истребовать, @default_class, 0.0, 63.0, 10.0
отмалчиваться, @default_class, 0.0, 23.0, 5.0
внятно_объяснять, @default_class, 0.0, 8.0, 3.0
доктор, @default_class, 0.25, 30.0, 11.0
встраивать, @default_class, 0.0, 14.0, 5.0
двухнедельный, @default_class, 0.0, 12.0, 11.0
добавление, @default_class, 0.0, 25.0, 15.0
резина, @default_class, 0.0, 15.0, 13.0
подталкивать, @default_class, 0.0, 59.0, 14.0
неизбежный, @default_class, -0.166666671634, 18.0, 13.0
наезжать, @default_class, -0.333333343267, 60.0, 12.0
слезный, @default_class, 0.0, 12.0, 12.0
истерика, @default_class, -0.666666686535, 48.0, 34.0
диплом, @default_class, 0.0, 50.0, 30.0
пень, @default_class, 0.0, 5.0, 5.0
сум, @default_class, 0.0, 14.0, 6.0
таракан, @default_class, -0.625, 10.0, 5.0
том_уч, @default_class, 0.0, 3.0, 2.0
эксперимент, @default_class, -0.166666671634, 21.0, 19.0
ксерокс, @default_class, 0.0, 28.0, 22.0
непрерывно, @default_class, 0.0, 13.0, 12.0
преувеличивать, @default_class, 0.0, 34.0, 11.0
редактировать, @default_class, 0.166666671634, 33.0, 10.0
ть, @default_class, 0.0, 13.0, 11.0
холодильник, @default_class, 0.0, 6.0, 6.0
безболезненно, @default_class, 0.0, 16.0, 12.0
запись_учетный, @default_class, 0.0, 1.0, 1.0
накинуть, @default_class, 0.0, 19.0, 5.0
реорганизация, @default_class, 0.0, 25.0, 15.0
специальность, @default_class, 0.0, 12.0, 9.0
нейтральный, @default_class, 0.0, 27.0, 17.0
охватывать, @default_class, 0.0, 40.0, 8.0
какой_основание, @default_class, 0.0, 15.0, 10.0
колбаса, @default_class, -0.0833333358169, 9.0, 9.0
ничтожный, @default_class, 0.0, 47.0, 20.0
негодовать, @default_class, 0.0, 25.0, 13.0
давнишний, @default_class, -0.166666671634, 10.0, 10.0
кабинет_личный, @default_class, 0.0, 2.0, 2.0
образовывать, @default_class, 0.0, 30.0, 11.0
облапошивать, @default_class, 0.0, 13.0, 6.0
водительский_удостоверение, @default_class, 0.0, 1.0, 1.0
считываться, @default_class, 0.0, 32.0, 5.0
ультрафиолет, @default_class, 0.0, 12.0, 5.0
датироваться, @default_class, 0.0, 31.0, 8.0
клетка, @default_class, 0.0, 33.0, 19.0
суматоха, @default_class, 0.0, 2.0, 1.0
ретироваться, @default_class, 0.0, 29.0, 11.0
подавать_суд, @default_class, 0.0, 21.0, 14.0
собственный_средство, @default_class, 0.0, 15.0, 7.0
вычитывать, @default_class, 0.0, 36.0, 11.0
обыватель, @default_class, 0.0, 28.0, 19.0
выя, @default_class, 0.0, 47.0, 27.0
правопреемник, @default_class, 0.0, 10.0, 6.0
поторопиться, @default_class, 0.0, 60.0, 16.0
импэксбанк, @default_class, 0.0, 3.0, 3.0
вынужденно, @default_class, 0.0, 22.0, 20.0
рвение, @default_class, 0.0, 13.0, 9.0
безмерно, @default_class, 0.0, 7.0, 7.0
тикет, @default_class, 0.0, 9.0, 8.0
разменивать, @default_class, 0.0, 44.0, 18.0
коварный, @default_class, -0.5, 6.0, 6.0
опробовать, @default_class, 0.0, 31.0, 12.0
диагностика, @default_class, 0.0, 12.0, 5.0
неизменно, @default_class, 0.0, 10.0, 10.0
размагничиваться, @default_class, 0.0, 24.0, 8.0
годичный, @default_class, 0.0, 12.0, 11.0
выставляться, @default_class, 0.0, 35.0, 5.0
общительный, @default_class, 0.375, 14.0, 12.0
инвестор, @default_class, 0.0, 16.0, 12.0
сдуру, @default_class, 0.0, 4.0, 4.0
тихонько, @default_class, 0.0, 8.0, 8.0
четверка, @default_class, 0.0, 8.0, 8.0
неопределенность, @default_class, 0.0, 12.0, 8.0
завтрак_кормить, @default_class, 0.0, 7.0, 6.0
разворачиваться, @default_class, 0.0, 111.0, 20.0
аббревиатура, @default_class, 0.0, 26.0, 12.0
карандаш, @default_class, 0.0, 9.0, 9.0
мтс, @default_class, 0.0, 122.0, 65.0
июньский, @default_class, 0.0, 5.0, 4.0
неэффективный, @default_class, -0.5, 9.0, 8.0
бездельник, @default_class, 0.0, 9.0, 6.0
незаметный, @default_class, 0.0, 9.0, 5.0
шкура, @default_class, 0.0, 23.0, 17.0
сбивать, @default_class, -0.375, 30.0, 12.0
неуверенный, @default_class, 0.0, 9.0, 7.0
информация_никакой, @default_class, 0.0, 7.0, 7.0
чп, @default_class, 0.0, 12.0, 6.0
рт, @default_class, 0.0, 30.0, 26.0
непринятие, @default_class, 0.0, 9.0, 6.0
сформировываться, @default_class, 0.0, 94.0, 20.0
непосильный, @default_class, -0.5, 31.0, 17.0
формула, @default_class, 0.0, 56.0, 24.0
задвоиться, @default_class, 0.0, 26.0, 7.0
всесторонний, @default_class, 0.0, 11.0, 11.0
ведомость, @default_class, 0.0, 16.0, 11.0
подоходный, @default_class, 0.0, 25.0, 19.0
утрата, @default_class, -0.333333343267, 44.0, 31.0
не_помнить, @default_class, 0.0, 12.0, 12.0
браковать, @default_class, 0.0, 11.0, 7.0
бессилие, @default_class, -0.5, 5.0, 5.0
дубль, @default_class, 0.0, 14.0, 7.0
водительский, @default_class, 0.0, 38.0, 33.0
огорчение, @default_class, 0.0, 12.0, 10.0
порядковый, @default_class, 0.0, 15.0, 15.0
сткий, @default_class, 0.0, 3.0, 3.0
респ, @default_class, 0.0, 5.0, 4.0
ориентированный, @default_class, 0.0, 8.0, 5.0
шедевр, @default_class, -0.300000011921, 18.0, 7.0
неповоротливый, @default_class, 0.0, 38.0, 19.0
вызываться, @default_class, 0.0, 63.0, 15.0
оставление, @default_class, 0.0, 16.0, 10.0
холд, @default_class, 0.0, 36.0, 23.0
попусту, @default_class, 0.0, 8.0, 8.0
обеденный_перерыв, @default_class, 0.0, 2.0, 1.0
операторша, @default_class, 0.0, 7.0, 5.0
ближний, @default_class, 0.0, 21.0, 14.0
высказывать_недовольство, @default_class, 0.0, 19.0, 8.0
чудовищный, @default_class, -0.75, 17.0, 17.0
наслаждаться, @default_class, 0.333333343267, 33.0, 16.0
очнуться, @default_class, 0.0, 2.0, 1.0
ускоряться, @default_class, 0.0, 28.0, 5.0
мой_претензия, @default_class, 0.0, 6.0, 4.0
вдаваться_подробность, @default_class, 0.0, 11.0, 7.0
мобильность, @default_class, 0.0, 8.0, 4.0
обнаруживать_пропажа, @default_class, 0.0, 10.0, 3.0
пригород, @default_class, 0.0, 6.0, 5.0
виновник, @default_class, -0.40000000596, 8.0, 8.0
ровд, @default_class, 0.0, 4.0, 4.0
скользкий, @default_class, 0.0, 11.0, 7.0
слиток, @default_class, 0.0, 2.0, 2.0
пословица, @default_class, 0.0, 6.0, 6.0
незащищенный, @default_class, 0.0, 14.0, 13.0
шарашкин, @default_class, 0.0, 45.0, 25.0
ликбез, @default_class, 0.0, 11.0, 9.0
ве, @default_class, 0.0, 18.0, 16.0
оцениваться, @default_class, 0.0, 95.0, 22.0
накрутка, @default_class, 0.0, 5.0, 4.0
бла_бла, @default_class, 0.0, 10.0, 4.0
посыпаться, @default_class, 0.0, 115.0, 25.0
буклетик, @default_class, 0.0, 11.0, 5.0
вожделенный, @default_class, -0.166666671634, 18.0, 17.0
блэк, @default_class, 0.0, 1.0, 1.0
мник, @default_class, 0.0, 23.0, 18.0
оттого, @default_class, 0.0, 20.0, 10.0
персонаж, @default_class, -0.0714285746217, 33.0, 18.0
поиграть, @default_class, 0.0, 22.0, 11.0
летобанк, @default_class, 0.0, 3.0, 2.0
примитивный, @default_class, -0.125, 15.0, 13.0
безапелляционно, @default_class, 0.0, 11.0, 11.0
одолжение, @default_class, 0.0, 48.0, 36.0
папочка, @default_class, 0.0, 12.0, 8.0
кошка, @default_class, 0.0, 10.0, 9.0
нервотрепки, @default_class, 0.0, 17.0, 13.0
повсеместно, @default_class, 0.0, 4.0, 4.0
титульный, @default_class, 0.0, 15.0, 13.0
иваново, @default_class, 0.0, 32.0, 20.0
почем, @default_class, 0.0, 5.0, 5.0
нецелевой, @default_class, 0.0, 19.0, 12.0
сочувствие, @default_class, 0.166666671634, 12.0, 9.0
полка, @default_class, 0.0, 9.0, 8.0
вменяемый, @default_class, 0.0, 59.0, 44.0
ост_тся, @default_class, 0.0, 2.0, 2.0
торговать, @default_class, -0.25, 73.0, 19.0
деятель, @default_class, 0.0, 9.0, 5.0
мобильный_приложение, @default_class, 0.0, 2.0, 2.0
неразбериха, @default_class, 0.0, 64.0, 30.0
приготавливаться, @default_class, 0.0, 99.0, 24.0
абс, @default_class, 0.0, 110.0, 50.0
перевыпуститься, @default_class, 0.0, 63.0, 12.0
солгать, @default_class, 0.0, 33.0, 6.0
ощутимо, @default_class, 0.0, 18.0, 6.0
было, @default_class, 0.0, 4.0, 3.0
ингосстрах, @default_class, 0.0, 9.0, 5.0
всеобщий, @default_class, 0.0833333358169, 16.0, 16.0
устойчивость, @default_class, 0.10000000149, 17.0, 6.0
холдинг, @default_class, 0.0, 25.0, 11.0
мб, @default_class, 0.0, 19.0, 11.0
паевой, @default_class, 0.0, 13.0, 8.0
стипендия, @default_class, 0.0, 43.0, 24.0
муниципальный, @default_class, 0.0, 8.0, 8.0
демонстрировать, @default_class, 0.0, 144.0, 34.0
блондинка, @default_class, 0.0, 49.0, 17.0
жилить, @default_class, 0.0, 8.0, 7.0
заемный_средство, @default_class, 0.0, 1.0, 1.0
отмывать, @default_class, 0.0, 32.0, 6.0
авторизоваться, @default_class, 0.0, 49.0, 12.0
калининградский, @default_class, 0.0, 23.0, 9.0
заверять_копия, @default_class, 0.0, 47.0, 20.0
эльдорадо, @default_class, 0.0, 1.0, 1.0
теория, @default_class, 0.0, 26.0, 13.0
емейл, @default_class, 0.0, 16.0, 11.0
справедливо, @default_class, 0.0, 45.0, 22.0
яйцо, @default_class, 0.0, 19.0, 14.0
контингент, @default_class, 0.0, 2.0, 2.0
эмоциональный, @default_class, -0.25, 26.0, 15.0
форекс, @default_class, 0.0, 8.0, 7.0
удручать, @default_class, 0.0, 76.0, 23.0
затихать, @default_class, 0.0, 24.0, 6.0
бд, @default_class, 0.0, 8.0, 6.0
месторасположение, @default_class, 0.0, 6.0, 6.0
тсж, @default_class, 0.0, 12.0, 7.0
лс, @default_class, 0.0, 4.0, 3.0
неблагонадежный, @default_class, -0.5, 17.0, 16.0
передвигаться, @default_class, 0.0, 65.0, 10.0
тюрьма, @default_class, -0.125, 13.0, 10.0
забросить, @default_class, 0.0, 38.0, 9.0
мониторять, @default_class, 0.0, 31.0, 9.0
поспрашивать, @default_class, 0.0, 37.0, 11.0
изрядно, @default_class, 0.0, 28.0, 28.0
скопление, @default_class, 0.0, 12.0, 6.0
штрих, @default_class, 0.0, 23.0, 11.0
подвисать, @default_class, 0.0, 73.0, 19.0
сбегать, @default_class, -0.166666671634, 113.0, 36.0
не_удаваться, @default_class, 0.0, 4.0, 4.0
выдвигать, @default_class, 0.0, 77.0, 20.0
помощница, @default_class, 0.0, 11.0, 8.0
надбавка, @default_class, 0.0, 7.0, 6.0
противоречие, @default_class, -0.214285716414, 20.0, 11.0
клиенто, @default_class, 0.0, 9.0, 5.0
обыкновенный, @default_class, 0.0, 25.0, 22.0
выгрузка, @default_class, 0.0, 19.0, 12.0
досадный, @default_class, -0.5, 27.0, 24.0
подгружать, @default_class, 0.0, 37.0, 3.0
прокурорский, @default_class, 0.0, 6.0, 6.0
ошибочка, @default_class, 0.0, 8.0, 8.0
должница, @default_class, 0.0, 11.0, 9.0
убрир, @default_class, 0.0, 6.0, 5.0
возобновляться, @default_class, 0.0, 77.0, 20.0
регламентный, @default_class, 0.0, 6.0, 6.0
переподписывать, @default_class, 0.0, 45.0, 12.0
вышеописанный, @default_class, 0.0, 72.0, 57.0
серебро, @default_class, 0.0, 13.0, 8.0
догадка, @default_class, -0.166666671634, 31.0, 22.0
оригинально, @default_class, 0.0, 6.0, 6.0
несерьезный, @default_class, -0.166666671634, 53.0, 32.0
лохотрон, @default_class, 0.0, 23.0, 15.0
покойный, @default_class, 0.0, 8.0, 7.0
отблагодарить, @default_class, 0.0, 18.0, 10.0
впечатление_создаваться, @default_class, 0.0, 49.0, 18.0
ощущение_создаваться, @default_class, 0.0, 22.0, 5.0
помеха, @default_class, 0.0, 3.0, 3.0
тесный, @default_class, 0.285714298487, 10.0, 10.0
чкаловский, @default_class, 0.0, 4.0, 4.0
сальдо, @default_class, 0.0, 46.0, 13.0
форменный, @default_class, 0.0, 18.0, 17.0
прокуратура_роспотребнадзор, @default_class, 0.0, 7.0, 4.0
нервный_срыв, @default_class, 0.0, 1.0, 1.0
респект, @default_class, 0.5, 53.0, 33.0
покрутить, @default_class, 0.0, 30.0, 13.0
самообслуживание, @default_class, 0.0, 49.0, 25.0
природа, @default_class, -0.166666671634, 35.0, 25.0
засылать, @default_class, 0.0, 8.0, 2.0
мудрый, @default_class, 0.5, 21.0, 14.0
розыгрыш, @default_class, 0.0, 10.0, 7.0
хозяин, @default_class, 0.0, 53.0, 30.0
условный, @default_class, 0.0, 8.0, 7.0
очаровательный, @default_class, 0.166666671634, 29.0, 23.0
обмениваться, @default_class, 0.0, 30.0, 9.0
тамбовский, @default_class, 0.0, 11.0, 9.0
россельхоз, @default_class, 0.0, 12.0, 7.0
марьино, @default_class, 0.0, 99.0, 62.0
колея, @default_class, 0.0, 8.0, 8.0
разблокирование, @default_class, 0.0, 32.0, 19.0
замещать, @default_class, 0.0, 8.0, 3.0
право_распоряжаться, @default_class, 0.0, 11.0, 7.0
востребовать, @default_class, 0.0, 64.0, 26.0
рождество, @default_class, 0.0, 10.0, 10.0
желать_процветание, @default_class, 0.0, 10.0, 6.0
тысячный, @default_class, 0.0, 79.0, 57.0
дачный, @default_class, 0.0, 40.0, 24.0
обозначение, @default_class, 0.0, 8.0, 7.0
звание, @default_class, 0.0, 14.0, 10.0
наполовину, @default_class, 0.0, 10.0, 10.0
банкнота, @default_class, 0.0, 85.0, 49.0
моральный_ущерб, @default_class, 0.0, 12.0, 12.0
обращение_письменный, @default_class, 0.0, 3.0, 3.0
активизировать, @default_class, 0.0, 12.0, 5.0
осаго, @default_class, 0.0, 78.0, 40.0
якутия, @default_class, 0.0, 11.0, 8.0
протирать, @default_class, 0.0, 14.0, 4.0
тыква, @default_class, 0.0, 14.0, 5.0
аргументация, @default_class, 0.0, 11.0, 9.0
надиктовывать, @default_class, 0.0, 24.0, 9.0
регистр, @default_class, 0.0, 10.0, 6.0
заключительный, @default_class, 0.0, 25.0, 16.0
непродуманный, @default_class, 0.0, 10.0, 8.0
тревел, @default_class, 0.0, 28.0, 5.0
разваливаться, @default_class, -0.5, 13.0, 7.0
русло, @default_class, 0.0, 21.0, 16.0
учредительный, @default_class, 0.0, 14.0, 14.0
адский, @default_class, -0.5, 15.0, 15.0
уступать, @default_class, 0.0, 78.0, 19.0
океан, @default_class, 0.0, 13.0, 6.0
подменивать, @default_class, 0.0, 29.0, 7.0
кг, @default_class, 0.0, 5.0, 5.0
стойкий, @default_class, 0.166666671634, 38.0, 33.0
пробел, @default_class, 0.0, 20.0, 13.0
поддержание, @default_class, 0.0, 25.0, 16.0
путевка, @default_class, 0.0, 36.0, 21.0
заминка, @default_class, 0.0, 40.0, 26.0
спешно, @default_class, 0.0, 7.0, 7.0
ситуация_складываться, @default_class, 0.0, 50.0, 24.0
детство, @default_class, 0.0, 11.0, 10.0
беспроцентный_период, @default_class, 0.0, 1.0, 1.0
преподносить, @default_class, 0.0, 85.0, 23.0
неподалеку, @default_class, 0.0, 25.0, 17.0
вспоминаться, @default_class, 0.0, 107.0, 26.0
безнаказанность, @default_class, -0.5, 13.0, 13.0
допрашивать, @default_class, 0.0, 37.0, 12.0
ниоткуда, @default_class, 0.0, 19.0, 8.0
гражданство, @default_class, 0.0, 47.0, 15.0
усталость, @default_class, -0.166666671634, 16.0, 9.0
приз, @default_class, 0.0, 13.0, 7.0
перегородка, @default_class, 0.0, 16.0, 10.0
престиж, @default_class, 0.0, 5.0, 4.0
припоминать, @default_class, 0.0, 277.0, 66.0
мучать, @default_class, 0.0, 14.0, 5.0
прихватывать, @default_class, 0.0, 19.0, 7.0
облуживание, @default_class, 0.0, 4.0, 4.0
фмс, @default_class, 0.0, 36.0, 18.0
расстроенный, @default_class, 0.0, 11.0, 10.0
навигация, @default_class, 0.0, 10.0, 7.0
опс, @default_class, 0.0, 10.0, 4.0
высказывать_предположение, @default_class, 0.0, 9.0, 3.0
пересылка, @default_class, 0.0, 56.0, 29.0
емэйл, @default_class, 0.0, 1.0, 1.0
досылать, @default_class, 0.0, 37.0, 14.0
ик, @default_class, 0.0, 18.0, 10.0
ров, @default_class, 0.0, 27.0, 15.0
логистика, @default_class, 0.0, 17.0, 13.0
кд, @default_class, 0.0, 31.0, 15.0
светиться, @default_class, -0.166666671634, 99.0, 22.0
сплошь, @default_class, -0.125, 13.0, 12.0
нерешенный, @default_class, -0.166666671634, 26.0, 25.0
осложнять, @default_class, 0.0, 24.0, 5.0
эксцесс, @default_class, -0.428571432829, 7.0, 7.0
поп, @default_class, 0.0, 5.0, 5.0
тихвинский, @default_class, 0.0, 13.0, 9.0
сомнение_терзать, @default_class, 0.0, 4.0, 4.0
огрн, @default_class, 0.0, 22.0, 15.0
засовывать, @default_class, -0.333333343267, 260.0, 64.0
пробыть, @default_class, 0.0, 73.0, 22.0
пофига, @default_class, 0.0, 34.0, 10.0
побеседовать, @default_class, 0.0, 75.0, 27.0
промурыжить, @default_class, 0.0, 39.0, 11.0
пройда, @default_class, 0.0, 56.0, 18.0
магистраль, @default_class, 0.0, 9.0, 7.0
вклад_пополнять, @default_class, 0.0, 38.0, 17.0
безналичный_перевод, @default_class, 0.0, 5.0, 3.0
тагил, @default_class, 0.0, 49.0, 20.0
незачисление, @default_class, 0.0, 16.0, 13.0
горячий_линия, @default_class, 0.0, 11.0, 11.0
бум, @default_class, 0.0, 19.0, 6.0
дорабатывать, @default_class, 0.0, 89.0, 24.0
купюра_номинал, @default_class, 0.0, 27.0, 23.0
предписание, @default_class, 0.0, 34.0, 18.0
неутешительный, @default_class, -0.5, 17.0, 10.0
магнитогорск, @default_class, 0.0, 22.0, 17.0
уренгой, @default_class, 0.0, 19.0, 9.0
унификация, @default_class, 0.0, 1.0, 1.0
округление, @default_class, 0.0, 5.0, 5.0
засекать, @default_class, 0.0, 28.0, 11.0
сообщество, @default_class, 0.0, 17.0, 12.0
клиент_потенциальный, @default_class, 0.0, 10.0, 8.0
формулировать, @default_class, 0.0, 8.0, 5.0
боевой, @default_class, 0.0, 14.0, 11.0
разительный, @default_class, 0.0, 4.0, 4.0
упоминаться, @default_class, 0.0, 119.0, 28.0
трехлетний, @default_class, 0.0, 8.0, 8.0
прошение, @default_class, -0.125, 11.0, 9.0
погулять, @default_class, 0.0, 44.0, 22.0
копировать, @default_class, 0.0, 74.0, 22.0
